Id,Label
22,CLIR
23,Cross - Language Information Retrieval
79,query expansion
2136,derivational stemming algorithm
2137,general - purpose online dictionary
2138,MT - based approach
2139,Mean Average Precision
2176,dictionary - based translation
2177,statistical - based disambiguation
2178,SMT
2193,re - ranking strategies
2200,BM25
2210,RF
2211,relevance feedback
2214,TE
2215,translation enhancement
2217,Vector Space Model
2224,Markov chains
2263,probabilistic model
2265,two - stages translation model
2267,dictionary - based query translation
2268,word - by - word query translation
2277,thesauri
2278,ontologies
2279,UMLS
2280,OHSUMED
2302,automatic relevance feedback
2303,retrieval feedback
2308,Latent Semantic
2321,DE
2347,Lucene toolkit
2359,EM
2377,word2vec
2385,Robust - WSD
2386,Paragraph Extraction
2388,MT dictionary translation
2389,Lemur toolkit
2390,PE
2391,Ad - hoc
2392,SS
2416,Singular Value Decomposition
2423,VSM
2431,content - based analysis
2440,PageRank
2459,nDCG
2463,SVD
2465,automatic dictionary translation
2487,PRF
2537,N - gram
2547,OOV
2548,vector space
2550,co - occurrence model
2572,inter - related query translation
2573,semantic network
2574,inter
2606,nDCG@10
2607,MetaMap[1
2608,MetaMap
2610,neural networks
2611,LVQ
2612,Learning Vector Quantization
2658,topic
2719,TF - IDF
2720,multilingual ontology
2737,lexicon - based translation
2738,length normalization
2739,statistical translation model
2749,Ranking SVM
2795,Pseudo - relevance feedback
2819,MathML
2829,HAL[3
2830,Conceptual Spaces[4
2831,probabilistic HAL space
2832,Hyperspace Analogue to Language
2833,pHAL
2834,HAL
2841,TFIDF
2842,word embedding
2843,Dirichlet language model
2879,Translation memories
2880,TMs
2882,locality - sensitive hashing
2883,LSH
2937,analysis
2938,RankFusion
2949,hierarchic structures
2979,SMT translation
2982,community - detection algorithm
2984,multilingual embeddings
2996,phrase - based translation
2997,token - based
3050,linked dependence
3058,Edit Distance
3080,expectation maximization
3103,Levenshtein Distance
3104,automatic acronym expansion
3179,Frequent Case Generation
3196,statistics - based
3209,concept - based query expansion
3272,Machine Readable Dictionary translation
3283,bilingual topic model
3284,BiLDA
3285,interlingual representation
3286,probabilistic interlingual representation
3287,Latent Dirichlet Allocation model
3331,surface pattern matching model
3332,summary - score model
3333,frequency - distance model
3334,Out of Vocabulary
3335,OOV translation mining
3363,MediaEval Genre Tagging Task
3417,Kernel Canonical Correlation Analysis
3442,IndonesianEnglish dictionary
3457,Language Grid
3497,R - precision
3498,Generalized Success@10
3499,Precision@10
3511,Semcor
3593,MT pivot
3601,mining association
3602,EII
3603,Contextual meta - rules
3604,Entropic Implication Intensity
3611,smoothed power law
3612,log - logistic
3616,DBN
3630,EuroWordNet InterLingual Index
3631,ILI
3632,generMization
3646,EMIM
3667,rule
3668,dictionary - based degradation
3704,Soundex algorithm
3705,NEs
3717,shared - task
3718,relevance prediction
3747,parallel aligned
3847,Confidence
3887,machine learning regression model
3888,word - embeddings model
3889,OOV translation ranking
3942,top
3961,latent semantic - retrieval model
3962,deep belief networks
3963,CCA
3964,canonical correlation analysis
3965,cross - lingual semantic analysis
3966,keyword
3967,latent semantic models
3979,LL
3980,SPL
3988,EE
3989,CE
3990,EC
4017,probabilistic latent semantic analysis
4063,Dynamic Bayesian Network
4091,association matrix
4093,parallel text alignment
4094,OCR error modeling
4095,Forum for Information Evaluation
4151,WikiTranslate
4152,semantic structuring
4153,Generative Lexicon Theory
4157,Markov Network
4203,transliteration
4204,grapheme - based model
4224,probabilistic CLIR model
4225,two - phased retrieval model
4226,probabilistic CLIR
4232,TNG
4233,triple translation model
4234,word - by - word translation
4248,corpus
4280,Indri search
4306,word sense disambiguation algorithm
4378,Minimum Edit Support Candidates
4379,MESC
4380,probabilistic translation model
4405,word - based
4406,stem - based translation
4436,Ranking Support Vector Machine
4437,OOV term translation model
4447,OMTD
4448,OMTDN
4521,clustering expansion
4550,token - to - token mappings
4551,Synchronous Context - Free Grammars
4631,Noisy parallel corpora
4679,OOV term translation
4680,α1-抗胰蛋白酶缺乏症
4681,α1antitrypsin deficiency
4682,Bayesian Net
4705,Unicode encoding
4822,Rocchio ’s algorithm[2
4823,Rocchio ’s
4841,DBN)-based
4842,ED
4843,DBN - based edit distance
4869,full machine translation
4870,dictionary - based bi
4911,similarity - based translationphrase identification
4945,graph mining
4946,Markov network retrieval
4947,Quasi - Clique
4963,Simple - phrase score
4964,Clarity score
4983,word - context matrix
4984,Bo1
5015,latent semantic space
5016,latent semantic spaces
5017,bilingual semantic relationship
5018,partial least squares
5019,concept clique for
5032,re - ranking method
5121,Content MathML
5122,MIaS
5142,vector - space representations
5156,relevance modeling
5180,embedding
5194,SMT)based
5195,document - alignment algorithm
5211,MT - based
5220,multilingual association dictionary
5232,Language Modelling - based retrieval model
