Id,Label
2,CLIR
7,machine translation
9,Cross - Language Information Retrieval
1057,derivational stemming algorithm
1058,MT - based approach
1059,general - purpose online dictionary
1063,dictionary - based translation
1065,Word To Category Module
1068,MusicBrainz
1070,Lexical taxonomies
1071,Wikidata
1072,CheBi chemical ontology
1073,QE
1074,relevance feedback
1075,translation enhancement
1076,TE
1077,RF
1081,two - stages translation model
1082,word - by - word query translation
1083,dictionary - based query translation
1086,Eurospider
1092,latent semantic indexing
1100,Hidden Markov Model
1101,HMM
1103,Maximum Entropy
1104,Lucene toolkit
1113,Robust - WSD
1114,PE
1115,thesauri
1116,SS
1117,Paragraph Extraction
1118,Sentence Selection
1119,MT dictionary translation
1120,Lemur toolkit
1123,relevance feedback algorithm
1124,vector
1135,automatic dictionary translation
1136,Cause - Effect
1137,WordNet ontology
1138,Rich Semantic Graph
1139,RSG
1140,semantic representation
1150,vector space model
1151,wallah&#x02019
1152,OOV
1156,co - occurrence model
1157,AnHitz
1158,Tropos methodology
1159,inter - related query translation
1160,inter
1161,semantic network
1168,neural networks
1169,Learning Vector Quantization
1170,LVQ
1174,meta - search
1175,Rank
1183,BM25
1186,probabilistic model
1189,FIRE)”2016
1190,Forum for Information Retrieval Evaluation
1191,10-fold cross validation framework
1192,Clarity
1193,multilingual ontology
1195,Skip - Gram Model
1196,SGM
1197,distributed word vector representation
1198,n - gram matching
1203,length normalization
1204,lexicon - based translation
1205,statistical translation model
1206,multi - lingual dictionary
1208,knowledge mapping
1209,co - citation network mapping
1212,MuST
1213,n - best evaluation
1214,log - likelihood ratio
1219,mean average precision
1228,multimodal algorithm
1229,Context
1230,LocalMax algorithm
1231,Mutual Expectation
1232,locality - sensitive hashing
1233,TM
1234,Translation memories
1235,LSH
1237,TMs
1246,Fuzzy Interval Numbers
1256,hierarchic structures
1266,morphological generator
1269,SMT translation
1270,word embeddings
1271,community - detection algorithm
1272,multilingual embeddings
1273,Surface Similarity
1274,SED
1275,Scaled Edit Distance
1284,Latent Semantic
1291,SMART
1293,PAT - Tree
1294,phrase - based translation
1295,token - based
1299,Ranking SVM
1305,pseudo relevance feedback
1307,Levenshtein Distance
1317,NDCG
1327,Frequent Case Generation
1340,LLRM
1341,logistic linear regression model
1350,Machine Readable Dictionary translation
1352,interlingual representation
1353,probabilistic interlingual representation
1354,Latent Dirichlet Allocation model
1355,BiLDA
1356,bilingual topic model
1359,PRF
1360,Pseudo - Relevance Feedback
1361,frequency - distance model
1362,surface pattern matching model
1363,OOV translation mining
1364,summary - score model
1372,U - WIN
1373,semantic networks
1374,CBC
1378,TFIDF
1380,dictionary - based approach
1381,DC
1382,Dublin Core
1393,IndonesianEnglish dictionary
1396,TF - IDF
1397,Language Grid
1404,R - precision
1405,Precision@10
1406,Generalized Success@10
1410,Semcor
1418,SVM - rank
1419,Farasa
1431,Conditional Random Fields
1432,Base Phrase
1433,MT pivot
1435,EuroWordNet InterLingual Index
1436,generMization
1442,EMIM
1443,rule
1444,dictionary - based degradation
1451,NEs
1452,Soundex algorithm
1457,relevance prediction
1458,shared - task
1459,LOGOS
1460,ExampleBased Machine
1461,EXample - based TRanslation
1462,EBMT
1463,EXTRA
1469,parallel aligned
1478,transfer - based MT
1479,CSG
1484,similarity
1488,Confidence
1494,word - embeddings model
1495,machine learning regression model
1496,Web mining
1497,OOV translation ranking
1502,LW
1503,Support Vector Machines(SVM
1504,comparative translation
1505,LWP
1509,Babel
1512,latent semantic models
1513,DBN
1514,canonical correlation analysis
1515,deep belief networks
1516,latent semantic - retrieval model
1517,CCA
1518,cross - lingual semantic analysis
1526,CE
1527,EE
1528,EC
1529,grapheme
1530,phoneme - based transliteration
1533,language
1534,contextual
1541,COPPA
1542,Corpus Of Parallel Patent Applications
1546,parallel text alignment
1547,Forum for Information Evaluation
1548,OCR error modeling
1566,WikiTranslate
1575,Phoneme - Based model
1577,grapheme - based model
1583,two - phased retrieval model
1584,probabilistic CLIR model
1585,Probabilistic Latent Semantic Analysis
1586,probabilistic CLIR
1587,N - gram
1588,TNG
1589,word - by - word translation
1590,triple translation model
1597,Bilingual Corpus
1605,SNOMED ontology
1606,MOSES
1607,Bilingual Evaluation Understudy
1608,Statistical Approach
1609,Precision
1616,Task - tuned segmentation algorithms
1617,dictionary - based Chinese
1618,word sense disambiguation algorithm
1622,word continuous intersection model
1623,multi - feature fusion algorithm
1632,Minimum Edit Support Candidates
1633,MESC
1634,probabilistic translation model
1641,Model
1642,stem - based translation
1643,word - based
1657,OOV term translation model
1658,Ranking Support Vector Machine
1665,OMTD
1666,OMTDN
1667,COTS
1668,Commercial - Off - TheShelf
1678,Synchronous Context - Free Grammars
1679,token - to - token mappings
1683,WG
1685,MultiLingMine 2016
1686,translation - independent
1687,vector space
1688,Conditional Random Field
1689,Recall
1690,F - Score
1698,Rule Based Heuristic Approach
