Id,Label
37,particle swarm optimization PSO
44,computer vision
46,artificial intelligence
86,Machine
134,ant colony optimization
198,online learning
199,Evolutionary
246,Support
257,Monte
293,Multi - Agent System
333,peer - to - peer
362,multi - agent systems
403,many - objective optimization
498,multi - objective optimization
523,Differential
548,pattern recognition
564,uncertain
576,multi - agent
589,backpropagation
752,multidatabase system
766,ad hoc
926,Applied Analysis
1020,fuzzy clustering
1086,genetic programming
1097,dynamic optimization
1122,Multiagent Systems
1303,Label distribution learning
316,neural network
322,neural networks
330,ensemble learning
331,nearest neighbor
332,Hopfield nets
333,semantic nets
336,Genetic Algorithms
350,Finite Element Method FEM
351,FEM Flexible neural tree
352,Flexible Neural Tree FNT
353,soft - computing methods
354,hierarchical neural network
368,evolutionary - based pruning method
369,multi programming
385,np - complete
422,Minimal Concession MC strategy
423,improved particle swarm optimization
424,wavelet mutation IPSOWM
425,optimal
426,genetic algorithm RGA
427,evolutionary optimization
428,coded
429,side lobe reduction
430,maximum side lobe reduction
437,genetic algorithm
463,F - measure
464,lb
465,F - measure maximization
473,distributed algorithm
484,depth - first search
485,SAT - based
486,FPGA - based SAT solver
487,SAT
500,Twin SVM
501,Second - order cone programming SOCP
502,kernel - based SOCP
511,Markov chain
513,Markov processes
514,continuous
515,Markov Chain Monte Carlo MCMC
516,transcoder
517,generative neural network
544,equation - based model EBM
545,evolutionary programming
547,Lyapunov functional method
556,NP - hard combinatorial optimization
598,WoLF - PHC algorithms
599,cooperative strategy learning
629,Ant colony Optimization algorithms
632,multi- and
634,many - objective optimizers
635,many - objective optimization approach
668,Hopfield neural networks
685,Binate Covering
686,Boolean Satisfiability SAT domain
687,backtrack search
688,Automated Reasoning
689,Non - Monotonic Reasoning
690,Binate Covering Problem BCP
698,Artificial Intelligence programming languages
705,Hamiltonian paths LOHP
710,Reliability design optimization
711,Markov Chain Monte CarloMCMC method
712,Subset theory
717,dynamical multi - objective evolutionary algorithm
736,Feed - Forward Artificial Neural Network
737,back propagation learning rule
753,semi - supervised matrix factorization algorithm
754,Constrained Graph Concept Factorization CGCF
755,Matrix factorization
756,Concept Factorization CF
757,semi - supervised learning
769,Extreme Learning Machine ELM
770,NU - ELM algorithm
771,UU - ELM algorithm
785,Sigmoid
787,P - S
788,Sigmoid functions
789,BP neural networks
790,S - S type neural networks
791,online gradient learning
792,S - P type neural networks
793,P - P
842,evolutionary computation
873,section - sort
874,distance - time
875,group - query algorithm
916,finite
929,Vector Machines
938,online planning algorithm
939,Monte - Carlo tree search
951,-tuple linguistic preference relation
952,optimization - based algorithm
1016,Monte - Carlo
1031,chaotic neural networks
1032,adaptive feedback technique
1033,adaptive lag synchronization control
1078,-algebra
1079,Brownian motion
1081,m - dimensional
1134,Genetic
1151,DE algorithm
1160,multisynapse neural network
1161,neural architecture
1162,Lagrange
1163,fuzzy bidirectional associative clustering
1169,FBFBK - LSB
1170,Biegler - Konig
1171,singular - value decomposition
1172,least - squares backpropagation
1189,human - guided genetic algorithm
1190,Deb s
1224,Introns
1225,s - expressions
1226,Tree Creation
1227,Subtree Mutation
1228,tree - generation algorithm
1229,tree - generation algorithms
1230,Population Initialization
1231,Tree Growth
1232,strongly - typed genetic programming
1238,Vector Machine SVM
1239,Vector Regression SVR
1254,Artificial Life games
1255,Goal - Based Behavior approach
1256,Artificial Life game
1257,Orphibs
1259,BDI architecture
1260,probabilistic algorithm
1261,multi
1295,Gaussian mixture model GMM
1296,ANOVA decomposition
1297,neurofuzzy classifier identification algorithm
1298,fuzzy membership
1299,neurofuzzy model
1300,logistic regression model
1329,regression estimation
1330,regularization networks
1331,function approximation
1332,kernel - based framework
1333,ridge regression
1383,training
1414,label distribution
1415,Sinkhorn distance
1416,label correlation
1417,Optimal Transport OT theory
1418,mutation operator
1419,velocity - displacement search model
1420,SA - GPSO
1421,SA algorithm
1475,Pareto - optimal surface
1561,curvature regularization
1591,non - linear learning
1592,linear learning
1593,Evolutionary Kernel Machine EKM
1594,Vector Machines SVMs
1650,Distributed Artificial Intelligence DAI
1651,Quidditch
1652,RoboCup Soccer Simulator
1699,coupled neural networkwith
1706,Distributed output
1707,distributed output consensus
1708,linear
1729,Progressive Pruning
1730,move - selection strategy
1731,Simulated Annealing
1732,Objective Monte - Carlo
1771,Standard
1772,supervised learning algorithms
1773,BackPropagation SBP algorithm
1774,Darwinian evolution
1782,Deep networks
1790,social - psychological principles
1791,load flow analysis
1796,linear genetic programming approach
1883,clustering techniques
1884,K - means clustering
1885,Gaussian mixer model
1917,grammatical encoding
1950,Pareto - optimal
1955,Subroutine embedded GNPvs SGNPvs GNPvs
1956,Variable Size Genetic Network Programming GNPvs
1957,Tileworld
